abstract_id,category,abstract,sentence_id
25300225,methods,ADBV and % DBV .,8
25539571,methods,"The NUTRIREA-@ study is a multicenter , open-label , parallel-group , randomized controlled trial comparing early PN versus early EN in critically ill patients requiring IMV for an expected duration of at least @hours , combined with vasoactive drugs , for shock .",4
24439982,methods,"Patients with pulmonary arterial hypertension on long-term , stable epoprostenol therapy were transitioned from epoprostenol with glycine and mannitol excipients ( Flolan ; GlaxoSmithKline , Durham , NC ) to epoprostenol with arginine and sucrose excipients ( Veletri ; Actelion Pharmaceuticals Ltd , Allschwil , Switzerland ) .",4
26002111,methods,"We did the random assignment by use of a minimisation method with a random element , and stratified participants according to the randomising centre , largest radiological tumour size , clinical stage , and prespecified chemotherapy regimen .",5
24315625,results,Obese patients initially present with more advanced disease at diagnosis compared to non-obese patients .,6
24708193,methods,Institutional review board approval and informed consent were obtained .,1
24836273,methods,"The study has been completed and is registered with ClinicalTrials.gov , number NCT@ .",11
25560100,conclusions,An adjustable single-incision sling for the treatment of SUI is associated with lower early postoperative pain scores but shows comparable cure rates with a transobturator at @ months of follow-up .,10
26037941,background,"The study was continued to assess the secondary endpoint of overall survival , which we report in this Article .",1
24259042,results,"Women comprised @ % of the study population and were older , had higher body mass index , LVEF , and systolic blood pressure , and a greater prevalence of diabetes .",3
24359500,conclusions,GSK@ had an acceptable safety and tolerability profile .,12
24277404,results,"The quality of life was significantly improved one year after surgery in terms of general status , physical function , emotional function , fatigue , nausea/vomiting , pain , constipation , and diarrhea ( all P < @ ) , with the jejunal interposition superior than the other two methods .",9
25137874,background,Insulin resistance is commonly observed in uremic patients .,0
25373391,conclusions,"Although both groups differed from placebo , their effect size was small and therefore not likely to be clinically meaningful .",10
24797871,objective,"Physician recommendation is a strong predictor of colorectal cancer ( CRC ) screening adherence , but there are no sufficient data specific to primary colonoscopy screening programs .",0
24298767,results,"After treatment , the scores of EDSS and Barthel index were ( @ + / - @ ) and ( @ + / - @ ) in the EA + AI group , which were better than those of ( @ + / - @ ) and ( @ + / - @ ) in the EA group ( both P < @ ) .",6
25501721,methods,"The results were obtained from a group of @ patients from the pre-anaesthetic clinic with expected normal Hb values , and @ patients from the oncology clinic with known low Hb .",4
24660224,conclusions,"In patients with GAD and an inadequate response to SSRI/SNRIs , adjunctive quetiapine XR did not show a statistically significant effect for the primary endpoint at week @ , although some secondary endpoints were statistically significant vs placebo .",9
25464897,methods,"The Boston Bowel Preparation Scale and the Aronchick scale were used to evaluate the bowel cleansing quality , and bubble scoring was also performed to back up both results .",4
24838085,methods,"The audits were conducted by two infection control nurses , in series of @ observations , with a maximum time limit of two hours .",2
24689367,methods,Pregnancy and implantation rates following frozen ET were compared between the two groups .,4
25066019,methods,UPA consisted of @ min of unstructured playtime .,3
25605841,objective,A secondary objective was to examine whether the superiority of MR versus RR on anxiety depended on illness-related coping style .,1
24738786,methods,Subjects were instructed to follow a twice-daily brushing regimen without flossing .,3
24728866,results,There was weight regain after @ years in five patients in group II and only one patient in group I ( P = @ ) .,6
25092936,objective,"The US Surgeon General has recommended that peer counseling to support breastfeeding become a core service of the Supplemental Nutrition Program for Women , Infants , and Children ( WIC ) .",0
25645909,objective,This study evaluated the effects of glucose and fructose ingestion on ghrelin and PYY in lean and obese adolescents with differing insulin sensitivity .,2
25187580,results,No difference in the severity of pain or in knee function was found between the two groups .,8
25694417,conclusions,"( ClinicalTrials.gov Identifier , NCT@ ) .",18
25127372,background,"The objective was to improve knowledge , outcome expectations , self-efficacy , and self-reported food intake and skills and to compare a passive online learning ( POL ) control group with an active online learning ( AOL ) treatment group by implementing a social cognitive theory ( SCT ) - grounded online intervention .",1
24768290,results,"Rescue medication was required by @ % receiving lidocaine , compared to @ % receiving ketorolac .",10
24885789,background,"It is unclear , however , whether ultrasound real-time guidance and examination can reduce procedure times and complication rates when compared with landmark guidance and radiographic examination for SCV catheterization .",3
24279460,results,"Surgical time was significantly longer for the SILOVE-ECS group compared with the SILOVE-LS ( P < @ ) and open-OVE ( P < @ ) groups , which were not different ( P = @ ) .",7
25884187,background,The primary objective of the RCT is to investigate the ( cost - ) effectiveness of the intervention .,5
24610807,results,Hospitalization rates and lengths of hospital stay were compared between the @ groups .,1
24393134,results,Increases in FEV@ over @-@ hours were similar to those observed over @-@ hours after the second dose of UMEC was administered .,10
25355261,results,The mean score of body fatigue was @ .,5
24619599,background,"Although self-efficacy ( SE ) and outcome expectancy ( OE ) have been well researched as predictors of outcome , few studies have investigated changes in these variables across treatments .",0
25603666,conclusions,Delayed Primary closure is the optimal management strategy in case of perforated appendicitis as it decreases the incidence of wound infection .,15
26198966,methods,"Sixty patients ( ASA I-III , aged @-@ years ) scheduled for surgeries for gastrointestinal tumors were randomized into intervention group ( n = @ ) and control group ( n = @ ) .",1
24953909,methods,One treatment group was treated with self etch adhesive ( adhe SE one Ivoclar ) and the control group was treated with total-etch adhesive ( Eco-Etch Ivoclar ) after acid etching with @ % phosphoric acid .,5
25831646,methods,The last patient was included in June @ .,2
25137867,results,Highest postoperative sore throat scores were recorded at the @th hour post extubation .,7
25399043,results,"Conclusion There was no difference in bias between the scratch , percussion , palpation and ballottement techniques regarding the lower liver border .",7
25577502,results,No patients experienced severe adverse events .,7
24280948,methods,"Participants were followed-up at @ and @ weeks , and @ and @ months post treatment .",5
24393134,conclusions,"A dose ordering over the range of UMEC @-@ g QD doses was observed , with UMEC @ g showing the greatest improvement in trough FEV@ .",14
24955610,conclusions,Long-term follow-up of these adolescents is warranted to assess whether the observed changes in vascular elasticity will lead to a clinical benefit including reduced cardiovascular morbidity and mortality .,9
25928298,methods,"Key outcomes will include parents ' ratings of PSQ ( using the new measure ) , behavioral intentions to seek out information about EBP , and actual information-seeking behavior .",9
25487353,background,"Efficacy and safety of this model have not been studied previously.In a parallel-group randomized controlled trial , patients over @ years living at home before admission were eligible if clinically stable , without need for surgical treatment and deemed suited for intermediate care by attending physician .",2
25169631,results,"In sildenafil group , arterial partial pressure of oxygen , oxygen saturation and left ventricular ejection fraction , pulmonary systolic pression showed increased trend before and after treatment , which were ( @ @ ) % to ( @ @ ) % , ( @ @ ) to ( @ @ ) mmHg , @ @ to @ @ ( P < @ ) , in the mean time , pulmonary systolic pression showed decreased trend from ( @ @ ) to ( @ @ ) mmHg ( P < @ ) .",13
24496960,objective,"From a previously validated paediatric population pharmacokinetic model , it was derived that non-linear morphine maintenance doses of @ g/kg ( @ ) / h , with a @ % dose reduction in neonates with a postnatal age ( PNA ) < @ days , yield similar morphine and metabolite concentrations across patients younger than @ years .",0
24464452,methods,The patients were randomized into two groups : group A ( n = @ ) had a mild/minimal stimulation protocol of recombinant FSH ( rFSH ) combined with GnRH antagonist .,4
25458726,results,"@ intervention clusters with @,@ livebirths ( @ -LSB- @ % -RSB- less than @th percentile for birthweight ) and @ control clusters with @,@ livebirths ( @ -LSB- @ % -RSB- less than @th percentile ) completed follow-up .",7
24621319,results,"Median changes in COWAT Category and Letter Fluency scores were @ and @ , respectively .",15
25628308,conclusions,"Among HF patients in ACTIVE , neither the presence of LVSD or degree of symptom severity influenced risk of embolic events .",10
25652579,methods,The trial will consist of a nine-week insomnia intervention period with a six-month follow-up period .,4
24528987,results,There were no complications in the TC group whereas three patients in the TO group had complications and required subsequent operation .,7
25127679,methods,Follow-up analyses were performed to identify false-negative FIT results and interval CRCs .,4
25096607,results,Adherence to the intervention program as well as the completion rate ( @ % ) for the primary outcome variable fatigue was high .,7
25791214,methods,"The randomisation sequence was computer generated , blocked , and stratified by use of ticagrelor or prasugrel , type of acute coronary syndrome ( ST-segment elevation myocardial infarction , troponin positive or negative , non-ST-segment elevation acute coronary syndrome ) , and anticipated use of immediate percutaneous coronary intervention .",3
24246459,objective,To determine whether the Fisher & Paykel Healthcare ( FPH ) neonatal continuous positive airway pressure ( CPAP ) interface was effective in providing bubble CPAP when compared to the Hudson prong interface .,1
24725238,methods,"Patients were randomly assigned to receive the NS@A inhibitor ledipasvir and the nucleotide polymerase inhibitor sofosbuvir in a once-daily , fixed-dose combination tablet for @ weeks , ledipasvir-sofosbuvir plus ribavirin for @ weeks , ledipasvir-sofosbuvir for @ weeks , or ledipasvir-sofosbuvir plus ribavirin for @ weeks .",2
25200462,results,Cognition had stronger correlation ( negative ) with RT in patients than in controls .,8
24621936,methods,The primary endpoint was peak oxygen consumption ( VO@ ) .,6
24953206,results,"Cryocrit behaviour was related to virological response , with improvement of symptoms upon undetectable viraemia and reappearance after virological breakthrough .",5
24820104,results,"During the period on cART , neither vaccines nor low-level viremia influenced thymic function or IL-@ / CD@ system parameters .",4
24528999,conclusions,"In this cross-sectional analysis of an elderly population , high levels of circulating levels of p , p ' - DDE were associated with prevalent hypertension , further strengthening the experimental findings that POPs might influence blood pressure .",10
25210140,conclusions,Clinical Trials Registration .,9
24332218,results,"In total , @ patients ( @ % male ; mean age , @ years ) were randomized .",4
24447649,methods,"This was a five-arm , randomized , double-blind , placebo - and active-controlled , and parallel study in healthy subjects .",4
25527767,results,"Immune-related pathways included leukocyte trafficking and macrophage recruitment ( e.g. , interferon regulatory factor @ , CD@ ) , adaptive immune response ( interleukin@ , interleukin @ receptor ) , and reactive oxygen species ( neutrophil cytosolic factor @ ) .",7
24756462,methods,A single oral dose of ibandronic acid as one @-mg film-coated tablet was administered in each study period .,2
25440324,background,Both exercise and recreational activities are promising strategies .,1
24746263,results,"Opportunistic recruitment was associated with less time to target recruitment compared with systematic ( mean difference ( days ) -@ , @ % confidence interval ( CI ) -@ ; -@ ) but with greater loss to follow up ( @ % versus .",12
24335446,methods,All randomized subjects were administered a validated `` understanding brain death '' survey before and after the intervention .,5
24476003,results,"Intraoperative blood loss ( @ @ vs. @ @ ml , respectively ) and operative time ( @ @ vs. @ @ min , respectively ) were comparable between the two groups ( p : NS ) .",9
25085020,methods,The control group received no medication .,5
25354015,methods,The prostate-only clinical target volume ( CTV@ ) and rectum were delineated on @ pre-treatment CBCT each week in @ randomly selected patients .,1
24281134,conclusions,Better methods of risk stratification are required .,11
24767094,results,From admission to day @ there was a greater hemoglobin increase from enrollment in Tx@ ( global P < @ ) .,8
24588932,background,Irritable bowel syndrome ( IBS ) is characterized by heterogeneous pathophysiology and low response to treatment .,0
25391190,objective,"To study and compare anthropometrics , biochemical markers and complications in VLBW infants fed human milk fortified with either HMF or PDF .",4
24571824,background,"While many case series over the past decade have reported favourable surgical outcomes , it is not known whether formal rehabilitation is needed as part of the management of patients undergoing this surgical procedure .",2
25027749,methods,"Acute Physiology and Chronic Health Evaluation II ( APACHE II ) and Sequential Organ Failure Assessment ( SOFA ) scores , length of ICU stay , ICU mortality were recorded .",6
24557963,results,The incidence of adverse effects in groups @ and @ was less than in groups @ and @ .,10
25545331,results,There was no difference in time to pain onset in the CoQ@ ( @ weeks ) vs. placebo ( @ wks ) groups ( p = @ ) .,9
25498992,conclusions,"Patients in the telemonitoring group contacted the Cardiology Outpatient Clinic more frequently , and on this way increased the use of health care resources .",16
24951991,methods,Paired t-test was used for comparisons within groups and Student 's t-test for comparison between groups .,6
25137221,conclusions,A @-min prescription of extra walking @ times per week was well tolerated .,7
24629063,methods,Adherence will be captured using self-report .,7
24267005,background,"The present study aimed to compare the efficacy of calcium-vitamin D-fortified-milk , - orange juice and supplement in primary school children .",1
24930817,results,The magnitude of weight-loss was not associated with LINE-@ methylation at @-months .,6
25469673,methods,"The secondary endpoint was to compare use of health care resources ( breast cancer-related visits , total medical appointments , and laboratory and imaging studies ) over an @-month period .",4
25058845,results,Two hundred fifty-seven patients with COPD and aPWV @ m/s were randomized ; @ % had prior cardiovascular events and/or risk .,6
25432449,methods,"Pain , swelling , and trismus were taken into account to match the @ techniques.In addition , the times required to complete osteotomy and for the full operation were recorded .",5
24603308,results,"Patients with CI-AKI had higher rates of net adverse clinical events -LSB- NACE ; a combination of major bleeding or composite major adverse cardiac events ( MACE ; consisting of death , reinfarction , target vessel revascularization for ischaemia , or stroke ) -RSB- at @ days ( @ vs. @ % ; P < @ ) and @ years ( @ vs. @ % ; P < @ ) .",4
25928214,conclusions,"In the present study of septic shock patients , after adjustment for treatment selection bias , we were unable to find noticeable positive impact from intravenous steroids for treatment of septic shock at baseline either in patients randomized for DrotAA or placebo .",8
25582043,conclusions,Such measures could contribute to improving patient care .,11
24461574,methods,"The primary endpoint was annualised relapse rate ( number of relapses per patient-year ) and the key secondary endpoint was time to sustained accumulation of disability ( an EDSS score increase of at least @ EDSS point sustained for a minimum of @ weeks ) , both analysed in the modified intention-to-treat population ( all patients who received at least one dose of assigned study medication ) .",5
24847853,methods,"On the last day of the interventions , blood oxygen level-dependent ( BOLD ) responses to odor and visual food cues were measured by using fMRI .",6
25677353,results,There were no between-group differences in severity of psychiatric symptoms .,8
24564262,results,Baseline systolic blood pressure ( BP ) differed between groups and was highest in the non-ISH @ mmHg group ( p < @ ) .,3
24532352,results,The @-day point-prevalence self-reported tobacco abstinence rates for intervention and control participants were @ % ( @/@ ) and @ % ( @/@ ) at both week @ and @ months ( p = @ ) .,13
24767094,background,"Guidelines developed to encourage rational blood use recommend a standard volume of whole blood ( @ ml/kg ) for transfusion , but this is commonly associated with a frequent need for repeat transfusion and poor outcome .",2
24331203,background,Lowering dietary sodium and adhering to medication regimens are difficult for persons with heart failure ( HF ) .,0
25262346,background,"Tai-chi , a mind-body exercise rooted in Eastern health philosophy , emphasizes the motor coordination and relaxation .",2
25379541,conclusions,Day-case spinal anaesthesia with hyperbaric prilocaine + fentanyl is superior to hyperbaric bupivacaine in terms of earlier sensory block resolution and home readiness and the surgical conditions are comparable for perianal surgery .,8
24525469,conclusions,"In subjects with baseline viral load @,@ copies/mL , resistance development was low ( < @ % ) for both RPV/FTC/TDF and EFV/FTC/TDF arms and less frequent compared with subjects with baseline viral load > @,@ copies/mL , for RPV/FTC/TDF .",9
24704658,methods,EEG recordings were obtained at various points throughout the experiment .,7
24793004,conclusions,The findings suggest that it is feasible to deliver the psychoeducational intervention program and it may have beneficial effects in gynecological cancer patients .,10
26480547,methods,"In the integrated acupuncture and medication group , the western medication was combined with acupuncture .",5
25430452,methods,Sixty patients scheduled for total knee replacement from June @ to March @ were randomly divided into a femoral group and an adductor group .,3
24389597,background,Levels of platelet reactivity in patients on dual antiplatelet therapy ( DAPT ) can be influenced by concomitant treatment with statins .,0
24400639,background,To investigate the influence of the overall intraocular lens ( IOL ) diameter on posterior capsule opacification ( PCO ) formation .,0
24669876,results,Study treatments were well tolerated .,8
24281275,results,Pain scores at rest were lower for the ropivacaine group and reached significance after @ and @ hours ( P < @ ) .,6
24630880,methods,"Patients were followed clinically at @ , @ , @ , and @ months after the stenting and yearly thereafter .",3
26054178,methods,Data were analyzed with SPSS software and the level of significance was set at = @ .,8
25278336,methods,Each group will receive @ sessions of @ minutes each ( @ sessions per week over @ weeks ) .,7
25091090,background,"This analysis examined employment status , job duties and sick days , pre-defined endpoints in PRESTA , among this patient population .",2
25157929,results,"The randomization successfully balanced intervention and control groups , and we estimated differences between groups in an intention to treat analysis .",8
24568949,methods,"Secondary outcome measures were the Lattinen index , the McGill Pain Questionnaire and the SF-@ health-related quality of life scale ( Spanish version in every case ) .",5
24614693,results,"There were no significant differences within the predetermined subgroups of age , Gleason grade , treatment category or body mass index .",5
24666802,results,"Fifty met the inclusion criteria , of which @ were analysed in the study ( @ patients per group ) , meeting the power criteria set .",5
25287366,objective,"To compare the visual performances and patient satisfactions of conventional monovision , which corrects the dominant eye for distance vision , and crossed monovision , which corrects the non-dominant eye for distance vision in patients with pseudophakia .",0
25117155,background,This study aimed to test whether the addition of hand sanitiser in primary school classrooms compared with usual hand hygiene would reduce illness absences in primary school children in New Zealand .,1
24393375,background,"Although a polymorphism ( rs@ ; G > A ) near the Fas apoptotic inhibitory molecule @ ( FAIM@ ) locus has been related to obesity , its association with other cardiovascular risk factors and disease remains uncertain .",1
24670677,conclusions,Explicit expert information ( in a blog entry ) was less successful in reducing biased information search and evaluation .,15
25752778,objective,To describe the interindividual variability in physical function responses to supervised resistance and aerobic exercise training interventions in older adults .,0
24980467,methods,Reactogenicity and safety results were collected systematically .,4
25574939,methods,Intention-to-treat analysis was followed and multilevel linear mixed models were used to study the change of outcomes over time .,9
24701571,results,There were no neuroophthalmological effects in either group .,6
24398815,background,"For economic reasons , i.e. , to reduce costs of in-hospital patient accommodations , constant pressure has been applied in recent years to increase the percentage of ambulatory surgeries .",0
24907640,results,There were no significant differences regarding the Medical Outcomes Study @-Item Short-Form Health Survey bodily pain scale ratings .,8
24580983,methods,Demographic characteristics and pre - and post-workshop knowledge surveys were completed by providers and parents .,3
24785951,results,"Women reporting oral contraceptive use had comparable pregnancy incidence to women using no contraception , and this lack of contraceptive effectiveness was similar for those assigned PrEP and placebo ( @ and @ % incidence per year , respectively ; P-value for difference in effect by PrEP use = @ ) .",5
24405800,methods,Those presenting due to an adverse event were analysed separately .,4
25450083,conclusions,ClinicalTrials.gov number : NCT@ .,9
25336165,methods,Patients were randomized to receive either oral cefalexin or parenteral cefazolin .,3
25587218,methods,Participants were randomly assigned to either a ten-session support group or a control group .,2
25492571,results,"No significant differences were found in the increase of norepinephrine , epinephrine , and mean arterial pressure after compared with before insufflation of pneumoperitoneum among the three groups .",7
24401754,results,Serum @ hydroxy vitamin D > @ ng/ml was found in two children in the oral group and one child in the intramuscular group .,4
25639187,conclusions,This study documented a low baseline rate of palliative care involvement as part of usual care in patients with advanced cancer being admitted from the ED .,12
25200142,background,"Patients with transient ischemic attack ( TIA ) / minor stroke might benefit from apixaban treatment ; therefore , an adequately powered randomized study is needed .",3
25439614,methods,Random assignment to ranibizumab every @ weeks until no longer improving ( with resumption if worsening ) and prompt or deferred ( @ weeks ) focal/grid laser treatment .,3
24930587,background,Chlorophyll-a is a novel photosensitizer recently tested for the treatment of acne vulgaris .,0
24685389,methods,"Two randomized groups : group @ ( n = @ ) received the conventional @ hours of therapy per day , and group @ ( n = @ ) received the addition of daily CPM use for @ hours throughout their length of stay .",4
24325539,methods,Concentrations of LE were determined by high performance liquid chromatography tandem mass spectrometry .,6
25543127,conclusions,"However , the effectiveness on decreasing alcohol consumption was unclear , which could be explained by alcohol screening itself causing a reduction in drinking .",10
24651895,background,"The latest @D monitors , including autostereoscopic displays and high-definition ( HD ) resolution , are designed to overcome the existing limitations .",1
24559487,methods,A randomized controlled trial including @ patients with rheumatoid arthritis randomly assigned to an exercise training intervention or to a control group .,3
24827696,results,There were no significant differences in the NRS for patient satisfaction in both groups .,11
24401481,conclusions,With the atelocollagen-glycosaminoglycan matrix OLO it was not possible to reach the surgical success rate and pressure reduction achieved in the MMC group .,6
24332934,conclusions,Motivational cues could be a valuable component of telemedicine interventions that aim to improve activity behavior .,11
25458329,methods,"Measurements of endothelial functions were done by ultrasonography , cardiovascular risk markers by serum enzyme-linked immunosorbent assay , and total body fat mass by bioimpedance .",2
24700386,conclusions,A moderate reduction of heart rate by the study drugs was associated with a significant reduction in levels of TnT .,12
24657333,results,"In contrast , none of the nonhydrochlorothiazide participants had hypercalcemia .",7
25193889,methods,"To evaluate ACJ instability , weighted stress radiography of the ACJ was studied at @ and @ months postoperatively .",8
24691494,methods,"A parallel-group , single-blind , randomised controlled trial .",2
25572008,background,"This analysis evaluated the safety and efficacy of nab-paclitaxel ( nab-P ) versus solvent-based paclitaxel ( sb-P ) , both in combination with carboplatin ( C ) , in patients with advanced non-small-cell lung cancer ( NSCLC ) and renal impairment .",1
25128185,results,"The final sample of @ participants ( @ % minority , @ % male ) was recruited over a @-month period of sustained efforts .",8
24907494,objective,"Eosinophilic esophagitis is usually triggered by foods , by unclear mechanisms .",0
24768678,results,"In the FP group , @ % of subjects remained in CR , and @ % were in PR after the daily dose was reduced by @ % .",7
25391196,methods,"The experimental group used high kVp technique with multi-layer filter , while the control group used copper filter .",10
25672194,methods,Statistical analysis was conducted using SPSS-@ .,6
25444953,methods,A third group of @ children undergoing repeat voiding cystourethrography and their parents were also evaluated .,5
24687576,results,"Mean core temperatures were significantly higher in the pre-warmed group than they were in the room temperature group after @ ml/kg preload fluid was administered , at the end of the operation , and on admission to the PACU ( p = @ , p = @ , and p = @ , respectively ) .",4
24368060,conclusions,"If the modified IPS intervention is shown to be superior to treatment-as-usual , a larger number of disability pensions can probably be avoided and long-term sickness absences reduced , with major benefits to society and patients .",8
24735110,background,Geriatric evaluation and management has become standard care for community dwelling older adults following an acute admission to hospital .,0
25958714,methods,Patients in group V ( VIMA ) were induced with @ % sevoflurane until loss of eyelash reflexes then controlled ventilation for five minutes before LMA insertion .,3
25097089,methods,"Sixty-two patients undergoing upper extremity surgery were randomized to supraclavicular only ( Group S , n = @ ) or supraclavicular + distal ( Group SD , n = @ ) group .",1
25899888,conclusions,"Varicose vein surgery is followed by favorable clinical results and high patient satisfaction , with no difference between HL + S and HL + EVLA .",8
25230216,conclusions,"Memantine treatment resulted in an increase in cerebral metabolism in FM patients , suggesting its utility for the treatment of the illness .",7
24825262,methods,Tertiary care hospital .,2
24886455,methods,"The baseline measurement , change from baseline at three and six months , as well as duration of symptoms until inclusion , age , gender , and co-morbidity will be included as covariates The Pearson 's correlation coefficient will be generated to assess the correlation between depression and anxiety and treatment outcome .",11
25624439,methods,"In one trial , elderly patients with breast cancer received adjuvant chemotherapy ; in two trials , patients with advanced non-small-cell lung cancer received first-line treatment .",2
25367691,conclusions,It can serve as an alternative treatment without any apparent side effects .,10
24395069,results,"The amylase in the drains in the control group was significantly higher than that in the FG group ( p < @ ) at all times observed , but it returned to normal @ h postoperatively in the FG group .",5
24402597,objective,"To compare a new low-dose levonorgestrel and ethinyl estradiol contraceptive patch ( Patch ) with a combination oral contraceptive ( Pill ; @ micrograms levonorgestrel , @ micrograms ethinyl estradiol ) regarding efficacy , safety , compliance , and unscheduled uterine bleeding .",0
25106453,conclusions,"Both DAs lead to increased knowledge in healthy populations making hypothetical decisions , and use of the VCE did not improve knowledge or DC .",15
24762560,results,"BreastCARE increased discussions of family cancer history -LSB- OR , @ ; @ % confidence interval ( CI ) , @-@ @ -RSB- , personal breast cancer risk ( OR , @ ; @ % CI , @-@ @ ) , high-risk clinics ( OR , @ ; @ % CI , @-@ @ ) , and genetic counseling/testing ( OR , @ ; @ % CI , @-@ @ ) .",7
25255724,results,"In group U , the insulin sensitivity index was higher , and the levels of interleukin-@ , cortisol , and INS were lower than that in group C ( P < @ ) .",9
24766987,methods,Exercise-based cardiac rehabilitation program consisted of aerobic exercise at @ % to @ % of maximal heart rate for @ sessions per week plus usual care .,2
25130998,results,"At an event follow-up of @ years ( IQR @-@ ) , @-year event-free survival was @ % ( @ % CI @-@ ) in the lapatinib group , @ % ( @-@ ) in the trastuzumab group , and @ % ( @-@ ) in the combination group .",9
24886409,results,"The LS mean changes ( SE ) in energy intake from baseline to week @ were -@ ( @ ) kilocalories ( kcal ) for the high dose group , -@ ( @ ) kcal for the low dose group , and -@ ( @ ) kcal for the control group .",8
25633544,results,"GLM analysis showed decreased SRQ-@ mean score and increased mean value of self-reported ART adherence ( self-report ) in the REBT-based treatment group , which were more significant ( p < @ ) than control group on the @th week .",9
24589938,conclusions,Results suggest that video-based messages with personalized feedback adapted to the smoker 's motivation to quit might be effective in increasing abstinence rates for smokers with diverse educational levels .,18
24506405,objective,To assess the effect of a low-fat diet with antioxidant supplementation on biochemical markers of institutionalized patients with progressive forms of multiple sclerosis .,3
25294647,conclusions,This study supports the long-term safety of intracoronary BMMC therapy .,10
25265096,results,"No significant differences between the two groups were seen in VFI , FI or VI of the endometrium or subendometrium or in endometrial volume on the day of oocyte pick-up and on the day of embryo transfer .",8
24530680,results,"Independent predictors of TLR were age , insulin-treated diabetes , SYNTAX ( Synergy between PCI with Taxus and Cardiac Surgery ) score , treatment of saphenous vein grafts , ostial lesions , and in-stent restenosis .",6
24583757,results,"At inclusion , sex , age , body weight , biochemical tests , glucose control , and liver histology were similar in the @ treatment groups .",8
24645829,methods,The village doctors in the intervention arm will use the app while the village doctors in the control arm will record and manage immunization in the usual way in their catchment areas .,8
25239650,methods,"Candidates will be included if they are @ years of age , have had surgically repaired TOF resulting in moderate or severe PR , and are able to undergo cardiovascular magnetic resonance imaging .",4
24731599,background,"The effects of A. annua and oil extract of A. annua + F. vulgare on E. tenella infection were assessed by clinical signs , mortality , fecal oocyst output , faeces , lesion score , weight gain , and feed conversion .",3
24861133,methods,Treatments were separated by a washout period of @ days .,3
25843816,results,"The control group had significantly increased swelling ( P < @ ) compared with the experimental group from preoperatively to @hours postoperatively ( experimental group @ @ , control group @ @ ) .",8
25113414,conclusions,The serum Klotho increment was proportional to the phosphate-lowering power of the binders .,11
25662413,methods,Efficacy endpoints were assessed with the Kaplan-Meier method .,7
24656138,results,The genetic risk score was also not associated with PWV .,8
25873248,methods,"Data analysis is performed using mixed models ; the tests are two-sided , with a type I error set at alpha = @ .",7
24531662,results,The serum Ca * P product level of the test group decreased ( p = @ ) after intervention versus baseline .,6
24630296,objective,Women with late preterm premature rupture of membranes ( PROM ) have an increased risk that their child will develop neonatal sepsis .,0
25437877,results,Exercise improved cardiorespiratory fitness ( VO@ peak ) compared with the CON group .,12
24998546,methods,Prenatal and postnatal SHS exposure information was obtained from parental-completed questionnaire .,3
24953578,results,"Mean ( SD ) total serum bilirubin levels in zinc and placebo groups were @ ( @ ) vs. @ ( @ ) mg/dL ( mean difference @ ; @ % CI -@ , @ , P = @ ) at @ h , @ ( @ ) vs. @ ( @ ) mg/dL ( mean difference @ ; @ % CI -@ , @ , P = @ ) at @ h and @ ( @ ) vs. @ ( @ ) mg/dL ( mean difference -@ , @ % CI -@ , @ , P = @ ) at @ h. Although the mean duration of phototherapy in the zinc group was less by @ h ( @ % CI @ , @ , P = @ ) , the difference was not significant .",9
24390800,methods,All but one chose and received the option of three treatments .,5
25530107,conclusions,Longer studies are needed to determine the long-term effects of low dialysate sodium concentrations on BP and clinical outcomes .,14
26115578,methods,"This @-week , phase @ , double-blinded , placebo-controlled , parallel-group study randomized @ children ( @-@ years old ) with PAR to once-daily BDP nasal aerosol at @ g/day or placebo .",2
24598584,objective,"To evaluate the effect of a practice-based , culturally appropriate patient education intervention on blood pressure ( BP ) and treatment adherence among patients of African origin with uncontrolled hypertension .",0
25158654,results,The difference was not statistically significant .,10
24812897,conclusions,"After @ weeks of XZT treatment , the integral of YGTSS could be obviously reduced , the degree of social function impairment ameliorated , and Chinese medical syndromes improved .",19
25453515,results,"At the end of study @ of @ participants ( @ % ) were classified as treatment responders , four participants each from the acupuncture and sham groups .",5
25481340,background,"Two fiberoptic bronchoscope-facilitated techniques have been described to exchange an LT for an ETT : an intraluminal technique using an Aintree intubating catheter and an extraluminal technique using a nasal route alongside the LT. In this randomized cross-over mannequin study , we compared the intraluminal with the extraluminal exchange technique .",4
24621836,results,"Relaxation parameters ( e.g. , tau , rate of decline of left ventricular pressure per minute -LSB- dP/dtmin -RSB- ) were unaltered .",8
24506265,methods,The primary outcome measure was pain score and analgesic use .,6
24699298,conclusions,Both antibiotics were effective in management of babies with early-onset sepsis .,17
24525115,conclusions,The trial was conducted between January @ and December @ so we had not registered it in a public trials registry as it is now required for trials that started after July @ .,11
24827696,conclusions,PAI may be considered superior to PNB because it is easier to perform .,13
24443830,methods,"Subjects completing @weeks ( @-week main trial BEGIN ONCE-LONG + @-week extension ) on insulin degludec ( IDeg ) OD + metformin with HbA@c@ @ % ( @mmol/mol ) were randomized to IDeg + Lira -LSB- n = @ , mean HbA@c : @ % ( @mmol/mol ) -RSB- or IDeg + IAsp ( n = @ , mean HbA@c : @ % ) for @weeks , continuing metformin .",1
24909628,methods,Quantitative and qualitative measurements to assess intra - and inter-group nasal position modifications were performed .,7
24587233,objective,To test the effectiveness of unguided online self-help to reduce suicidal thoughts .,2
